Smiles,clustered_scaffold,ID,scaffold_cluster_label,num_count,Energy
C=C(c1ccccc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F)[SH](C)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_247403,22,5863,-10.18
C=C(c1c(C)cccc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F)N(C)S(C)(=O)=O,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_278557,22,5863,-8.43
C=C(c1cccc(C)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F)S(C)(=O)=O,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_57465,22,5863,-10.35
C#Cc1cc(C)c(C)cc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_93903,22,5863,-8.95
CCc1cc(C)c(C)cc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_49946,22,5863,-7.74
CCc1ccc(C(C)C)nc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_251206,22,5863,-8.77
C#Cc1ccc(C)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1N(C)S(C)(=O)=O,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_84857,22,5863,-8.74
CCc1c(C)ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1N(C)S(C)(=O)=O,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_14301,22,5863,-9.98
C#Cc1c(C)cc(C)c(N(C)S(C)(=O)=O)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_217364,22,5863,-7.45
CCc1c(C)cc(C(F)F)cc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_158881,22,5863,-9.14
C=C(c1ccc(C)c(N)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F)S(C)(=O)=O,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_150438,22,5863,-9.56
C#Cc1cccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1C,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_283769,22,5863,-8.57
C#Cc1cccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1N(C)S(=C)(=O)C(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_273514,22,5863,-8.74
C#Cc1cccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1N(C)S(C)(=O)=O,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_14263,22,5863,-10.17
CCc1cccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1N=S,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_215991,22,5863,-10.01
CCc1c(C)cc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cc1F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_140291,22,5863,-9.74
CCc1cc(C)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cc1NC,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_257480,22,5863,-9.25
C#Cc1cc(C)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cc1S(C)(=O)=O,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_167729,22,5863,-7.91
C#Cc1cc(C)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(N(C)S(C)(=O)=O)c1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_269911,22,5863,-10.38
C#Cc1cccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)n1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_21034,22,5863,-9.85
C#Cc1ccc(C)c(N(C)S(C)(=O)=O)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_46604,22,5863,-7.57
C#Cc1ccc(C)c(NS)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_91556,22,5863,-8.24
CCc1ccc(C)c(NS)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_230980,22,5863,-8.19
C#Cc1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cc1N(C)S(C)(=O)=O,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_31970,22,5863,-9.9
C#Cc1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(C(C)O)c1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_134524,22,5863,-9.01
CCc1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(NC)c1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_67151,22,5863,-9.25
CCc1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(N(C(C)=O)S(C)(=O)=O)c1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_155859,22,5863,-9.25
CCc1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(N(C)S(C)=O)n1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_151342,22,5863,-8.19
C=Cc1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(N(C)S(C)(=O)=O)c1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_23615,22,5863,-8.08
C#Cc1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(N(C)S(C)(=O)=O)c1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_23279,22,5863,-9.44
CCc1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(N(C)[SH](C)(=O)S)n1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_72372,22,5863,-9.06
CCc1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(NS)c1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_182712,22,5863,-8.22
CCc1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(NS(C)(=O)=O)c1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_1107,22,5863,-8.31
CCc1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(N(S(C)(=O)=O)S(C)(=O)=O)c1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_6189,22,5863,-9.43
C#Cc1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(O)c1C,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_239302,22,5863,-9.44
CCc1cc(C)c(N)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1NS(C)(=O)=O,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_200198,22,5863,-9.24
C#Cc1cc(C)c(N(C)S(C)(=O)=O)cc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_160864,22,5863,-8.61
CCc1c(C)cc(N(C)S(C)(=O)=O)nc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_45423,22,5863,-9.09
CCc1cccc(NNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1N(C)S(C)(=O)=O,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_202793,22,5863,-10.29
CCc1cccc(N=S)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_32133,22,5863,-8.97
C#Cc1cccc(N[SH](C)(C)=O)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_227831,22,5863,-8.61
C#Cc1cccc(NS(=O)(=O)C[S+](C)=O)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_192574,22,5863,-9.59
C#Cc1c(C)cc(O)cc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_129364,22,5863,-7.46
CCc1c(C)cc(O)cc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_303186,22,5863,-9.9
C#Cc1cc(C)c(O)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_256642,22,5863,-8.92
CCc1c[c-]cc(S)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_229575,22,5863,-7.85
C#Cc1cc(C)c(S(C)(=O)=O)cc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_9190,22,5863,-8.69
CCc1cc(C(F)F)ccc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_68934,22,5863,-8.06
CCc1cc(C(F)F)cc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1N(C)S(C)(=O)=O,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_99401,22,5863,-9.63
CCc1cc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(C)cc1[115I],C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_181926,22,5863,-8.28
CCc1cc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(C)cc1C,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_149489,22,5863,-7.44
C#Cc1cc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(N(C)S(C)(=O)=O)cc1C,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_90328,22,5863,-7.09
C=C(c1cc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(N(C)S(C)(=O)=O)cc1C)S(C)(=O)=O,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_119473,22,5863,-8.03
C=C(c1cc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(N(C)S(C)(=O)=O)cn1)S(C)(=O)=O,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_255284,22,5863,-8.35
CCc1cc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(S(C)(=O)=O)cc1C,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_214736,22,5863,-9.16
CCc1cc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)ncn1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_40105,22,5863,-8.67
C#Cc1ccc(N(C)S(C)(=O)=O)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_46904,22,5863,-7.51
C=C(c1ccc(OC)cc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F)S(C)(=O)=O,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_251971,22,5863,-8.06
CCc1c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cccc1NC,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_125389,22,5863,-9.99
C#Cc1c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cccc1N(C)S(C)(=O)=O,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_13555,22,5863,-9.99
C#Cc1c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)ccc(C)c1N(C)S(C)(=O)=O,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_290209,22,5863,-9.89
CCc1c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)ccc(C)c1N(C)S(C)(=O)=O,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_41018,22,5863,-9.56
CCc1c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)ccc(C)c1O,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_181553,22,5863,-7.3
CCc1c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cc(C)c(N(C)S(C)(=O)=O)c1C,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_78040,22,5863,-9.6
C#Cc1c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)ccc(N(C)S(C)(=O)=O)c1C,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_198808,22,5863,-9.1
C#Cc1c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cc(N)c(C)c1C,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_124806,22,5863,-9.83
C#Cc1cc(N)cc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)n1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_84510,22,5863,-9.97
C#Cc1cc(N(C)F)cnc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_208445,22,5863,-7.63
CCc1cc(N(C(F)F)S(C)(=O)=O)ccc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_21007,22,5863,-8.81
CCc1cc(N(C)O)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cc1C,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_149688,22,5863,-9.74
CCc1cc(N(C)S(C)(=O)=O)cc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1C,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_302328,22,5863,-6.88
C#Cc1cc(N(C)S(C)(=O)=O)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cc1C,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_45800,22,5863,-9.47
CCc1cc(N(C)S(C)(=O)=O)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cc1C,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_7569,22,5863,-8.87
CCc1cc(N(C)S(C)(=O)=O)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cc1N(C(F)F)S(C)(=O)=O,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_291052,22,5863,-7.39
CCc1cc(N(C)[SH](C)(C)=O)ccc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_69364,22,5863,-7.43
CC=C1C=COC(C)=C1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_75366,22,5863,-6.9
CCc1cc(S(C)(F)F)ccc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_288327,22,5863,-10.67
CCc1cc(S(C)(=O)=O)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cc1C,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_225900,22,5863,-7.69
CCc1cnccc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_2060,22,5863,-9.1
C#Cc1cnc(C)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)n1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_232969,22,5863,-8.35
C=C(c1cncc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)n1)S(C)(=O)=O,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_154829,22,5863,-10.48
CCc1cnc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(N(C)CC)n1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_55119,22,5863,-7.51
CCc1cnc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(NS(C)(=O)=O)c1C,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_283879,22,5863,-9.98
C=C(c1cnc(N(C)C)cc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F)S(C)(=O)=O,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_226412,22,5863,-9.65
CCc1cnc(N(C)[SH](C)(C)=O)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_102043,22,5863,-7.56
C#Cc1cnc(N(C)[SH](C)(C)=O)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1C,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_293776,22,5863,-8.67
CCc1cnc(NS(C)(=O)=O)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_11941,22,5863,-8.52
C#Cc1c(N(C)S(C)(=O)=O)ccc(C)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_113915,22,5863,-9.69
CCc1c(S(C)(C)C)ccnc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_64858,22,5863,-9.67
C=Cc1ncc(C)c(C)c1C(F)(F)Nc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_166202,22,5863,-8.84
C#Cc1nc(C)cc(N(C)S(C)(=O)=O)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_92616,22,5863,-9.86
CCc1nccc(N(C)S(C)=O)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_273540,22,5863,-9.48
CCc1nccc(NS(C)(=O)=O)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_82665,22,5863,-8.17
CCc1ncc(N(S(C)(=O)=O)S(C)(=O)=O)cc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_278461,22,5863,-8.99
CCc1ncc(O)cc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_133055,22,5863,-7.89
CCc1nc(N(C)S(C)(=O)=O)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cc1C,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_21396,22,5863,-8.36
C=C(C)c1c(C)ccc(C(F)F)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_150252,22,5863,-8.78
CC#Cc1ccc(C)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_193772,22,5863,-8.76
CC#Cc1cccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1N(C)S(C)(=O)=O,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_45911,22,5863,-8.58
C=C(C)c1ccc(C(C)Nc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_55088,22,5863,-8.96
C=C(C)c1ccc(C)c(N(C)S(C)(=O)=O)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_153265,22,5863,-8.68
