Smiles,ID,fp_cluster_label,isCentroid,clustered_scaffold,scaffold_cluster_label,num_count,Energy
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccnc3N(C)S(=O)(=O)C3=C(C)C(=O)CO3)n2)cc1,r2_gen_71125,2,flase,C1CCC(CC2CCCC(CCC3CCCCC3CCC3CCCC3)C2)CC1,0,31,-9.26
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cncc3N(C)C[C@@H]3CS(=O)(=O)[SH](C)(C)(C)C3)n2)cc1,r2_gen_192710,9,true,C1CCC(CC2CCCC(CCC3CCCCC3CCC3CCCC3)C2)CC1,0,31,-6.35
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnccc3N(Cc3ccco3)S(C)(=O)=O)n2)cc1,r2_gen_259287,1,true,C1CCC(CC2CCCC(CCC3CCCCC3CCC3CCCC3)C2)CC1,0,31,-11.25
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnccc3NC(S)=C3CC(C)=CC3=O)n2)cc1,r2_gen_269433,4,true,C1CCC(CC2CCCC(CCC3CCCCC3CCC3CCCC3)C2)CC1,0,31,-8.46
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnc(C)cc3N(Cc3ccco3)S(C)(=O)=O)n2)cc1,r2_gen_272277,1,flase,C1CCC(CC2CCCC(CCC3CCCCC3CCC3CCCC3)C2)CC1,0,31,-10.44
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnc(C)nc3NC(F)=C3C=C(C)S(=O)(=O)C3C)n2)cc1,r2_gen_69290,8,true,C1CCC(CC2CCCC(CCC3CCCCC3CCC3CCCC3)C2)CC1,0,31,-8.18
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ncccc3C(=O)Cn3cccc3)n2)cc1,r2_gen_211352,1,flase,C1CCC(CC2CCCC(CCC3CCCCC3CCC3CCCC3)C2)CC1,0,31,-11.1
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)C(S)=C3C=C(C)C(=O)S3)n2)cc1,r2_gen_122863,7,true,C1CCC(CC2CCCC(CCC3CCCCC3CCC3CCCC3)C2)CC1,0,31,-8.74
C=C(c1cccc(C)c1C)N(C)c1ccccc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,r2_gen_96499,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.14
C=C(c1cnccn1)N(C)c1nc(C)ncc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,r2_gen_42301,33,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.64
C=C(Cc1ccccc1)c1ncccc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,r2_gen_188647,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.77
C=C(Cc1cccc(C)c1)c1cc(C)c(C)cc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,r2_gen_89811,14,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.08
CCN(Cc1ccccc1C)c1nc(C)cc(N(C)S(C)(=O)=O)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,r2_gen_104822,14,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-7.33
C=Nc1cccc(S(=O)(=O)N(C)c2c(C)cccc2CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)n1,r2_gen_159974,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.35
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(CCc4ccccc4)cccc3NC)n2)cc1,r2_gen_252575,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-7.49
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(CCc4ccccc4)ccc(O)c3NS(C)(=O)=O)n2)cc1,r2_gen_209569,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.03
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3C(Cc3cccc(C)c3)N(C)S(C)(=O)=O)n2)cc1,r2_gen_170997,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.37
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3CCc3ccc(N(C)S(C)(=O)=O)c(C)c3)n2)cc1,r2_gen_235385,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.86
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3C(C)=Cc3ccccc3)n2)cc1,r2_gen_98888,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.1
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3C(C)Sc3ccccn3)n2)cc1,r2_gen_301626,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.48
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3C(F)Cc3ccncc3)n2)cc1,r2_gen_68676,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-10.36
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3C(F)(F)Cc3c(C)cccc3N(C)S(C)(=O)=O)n2)cc1,r2_gen_303822,14,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-7.38
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3C(F)Sc3cc(C(C)C)ccc3C)n2)cc1,r2_gen_99028,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-7.45
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3CNc3ccccc3C)n2)cc1,r2_gen_47847,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.57
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3CN(c3ccccc3C)S(C)(=O)=O)n2)cc1,r2_gen_200186,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.09
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3CNc3ccccc3)n2)cc1,r2_gen_51090,14,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.65
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3CNc3ccccc3N(C)S(C)(=O)=O)n2)cc1,r2_gen_303528,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.42
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3CNc3ccc(C)cc3C)n2)cc1,r2_gen_126183,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.4
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3CNc3cccc(C)c3N(C)S(C)(=O)=O)n2)cc1,r2_gen_46777,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-7.62
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3CNc3cccc(O)c3C)n2)cc1,r2_gen_92823,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-10.16
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3CNc3cc(N(C)S(C)(=O)=O)ccc3C)n2)cc1,r2_gen_191730,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-7.65
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3CNc3ncccc3C)n2)cc1,r2_gen_91635,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-10.9
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3COc3c(C)cccc3C)n2)cc1,r2_gen_300595,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-7.07
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3COc3cccc(C)c3)n2)cc1,r2_gen_304538,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.39
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3COc3cc(N)cc(C)n3)n2)cc1,r2_gen_89554,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-6.92
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3C(=O)Cc3ccccc3N(C)S(C)(=O)=O)n2)cc1,r2_gen_139503,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.23
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3C(=O)Cc3ccc(C)cc3C)n2)cc1,r2_gen_100145,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.85
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3C(=O)Cc3c(C)cccc3C)n2)cc1,r2_gen_302512,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-10.72
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3C(=O)Cc3cccc(N(C)S(C)(=O)=O)c3C)n2)cc1,r2_gen_22955,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-7.21
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3C(=O)Cc3cccnc3N(C)S(C)(=O)=O)n2)cc1,r2_gen_84116,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.28
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3C(=O)Cc3ccncc3)n2)cc1,r2_gen_73278,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.99
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3C(=O)Cc3ccncn3)n2)cc1,r2_gen_166205,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.65
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3C(=O)Cc3cc(N(C)S(C)(=O)=O)ccc3C)n2)cc1,r2_gen_131955,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-10.13
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3C(=O)Cc3cnc(C)cc3N(C)S(C)(=O)=O)n2)cc1,r2_gen_298771,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-11.53
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3CS(=O)(=O)c3cnc(C)nc3N(C)S(C)(=O)=O)n2)cc1,r2_gen_48737,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-10.81
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3NCc3ccccc3C)n2)cc1,r2_gen_231969,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-7.11
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N=Cc3cccc(C)c3N(C)S(C)(=O)=O)n2)cc1,r2_gen_20677,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.01
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3NCc3cccc(C)c3N(C)S(C)(=O)=O)n2)cc1,r2_gen_210197,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.83
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N(Cc3cccc(O)c3)S(C)(=O)=O)n2)cc1,r2_gen_80113,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-10.6
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3NC=C3C=CC(=O)C=C3)n2)cc1,r2_gen_151926,35,true,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.23
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3NCc3cnc(C)c(C)c3)n2)cc1,r2_gen_238015,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-10.81
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N(C)Cc3ccccc3NC)n2)cc1,r2_gen_82870,16,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-6.56
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N(C)Cc3c(C)cccc3C)n2)cc1,r2_gen_298776,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-7.7
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N=C(C)c3cccc(C)c3N)n2)cc1,r2_gen_175989,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.34
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3NC(C)=C3C(C)=C(C)C(=O)C(C)=C3C)n2)cc1,r2_gen_146016,34,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.84
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N(C)Cc3c(C)ccnc3C)n2)cc1,r2_gen_190386,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.59
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N(C)C(C)(C)c3ccccc3C)n2)cc1,r2_gen_89878,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-7.9
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N(C)C(=O)c3cccc(C)c3C)n2)cc1,r2_gen_191616,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-10.51
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N(C)C(S)=C3C=CC(=O)C=C3C)n2)cc1,r2_gen_63658,35,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.33
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N(C(=O)c3ccccc3C)S(C)(=O)=O)n2)cc1,r2_gen_274949,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-6.77
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N(C=O)Cc3ccccc3C)n2)cc1,r2_gen_201803,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.19
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N(C=O)Cc3cccc(C)c3)n2)cc1,r2_gen_212253,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.79
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N(C)Sc3ccccn3)n2)cc1,r2_gen_21688,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.23
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N(C)Sc3cncnc3N(C)S(C)(=O)=O)n2)cc1,r2_gen_302284,27,true,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-10.82
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N(C)S(C)(C)(=O)c3ccccc3C)n2)cc1,r2_gen_106329,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-7.77
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N(C)[SH](C)(=O)c3ccccc3N(C)S(C)(=O)=O)n2)cc1,r2_gen_89880,14,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-7.7
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N(C)S(=O)(=O)c3ccccc3)n2)cc1,r2_gen_37905,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.19
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N(C)S(=O)(=O)c3ccccc3N(C)S(C)(=O)=O)n2)cc1,r2_gen_195360,14,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.68
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N(C)S(=O)(=O)c3ccc(C)c(C)c3)n2)cc1,r2_gen_186680,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.05
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N(C)S(=O)(=O)c3cc(C)cc(C)c3NC)n2)cc1,r2_gen_245896,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.14
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N(C)S(=O)(=O)C3=C(C)C(=O)C(C)=C(C)C3)n2)cc1,r2_gen_117921,34,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.38
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N(Sc3ccccc3C)S(C)(=O)=O)n2)cc1,r2_gen_165879,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.87
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3NSc3ccccc3N(C)S(C)(=O)=O)n2)cc1,r2_gen_261110,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.21
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3NSc3ccc(N(C)S(C)(=O)=O)cc3)n2)cc1,r2_gen_302501,14,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.57
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N(S)Cc3cnccc3C)n2)cc1,r2_gen_304287,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.54
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N(S(C)(=O)=O)S(=O)(=O)c3ccccc3)n2)cc1,r2_gen_212890,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.35
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N[SH](C)c3ccccc3)n2)cc1,r2_gen_298704,18,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-7.54
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N[SH](C)c3cccc(C)c3)n2)cc1,r2_gen_83521,16,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.12
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N[SH](C)c3cccnc3)n2)cc1,r2_gen_257957,15,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.53
